composer,title,split,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld,reverb,snr
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.7032,0.743,0.0,1842.0,8804.0,2.5827,7.7038,norev,nonoise
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.1646,0.289,0.0,8844.0,54801.0,1.9835,0.1404,norev,24
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.5887,0.3855,0.0,2080.0,11010.0,1.6578,0.0709,norev,24
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.7064,0.6714,0.0,1926.0,9542.0,2.5974,7.695,norev,24
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.0772,0.0739,0.0,7690.0,44948.0,3.1349,0.1764,norev,12
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.294,0.15,0.0,3657.0,19961.0,1.2494,0.1001,norev,12
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.662,0.5496,0.0,2404.0,12163.0,2.8449,7.7523,norev,12
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.0814,0.0534,0.0,7366.0,63728.0,5.5272,0.7052,norev,6
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.0917,0.0566,0.0,4125.0,23467.0,1.3572,0.1377,norev,6
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.5082,0.3662,0.0,3482.0,16295.0,3.1528,7.7937,norev,6
Liszt,Transcendental_Etudes_11,test,T5,maestro,-0.0128,0.152,0.0,10978.0,44889.0,2.5864,0.313,s,nonoise
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.4127,0.0861,0.0,1798.0,9900.0,1.312,0.3715,s,nonoise
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.5597,0.4379,0.0,2468.0,10605.0,2.616,7.8704,s,nonoise
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.1232,0.204,0.0,8625.0,43385.0,2.7846,0.2935,s,24
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.564,0.3372,0.0,3354.0,16280.0,0.9012,0.3235,s,24
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.6031,0.3651,0.0,3032.0,12027.0,2.7519,7.8828,s,24
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.1183,0.0542,0.0,6281.0,48762.0,4.3304,0.3473,s,12
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.1931,0.1467,0.0,4311.0,23676.0,2.2644,0.2469,s,12
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.5191,0.3622,0.0,3741.0,16417.0,2.4363,7.8185,s,12
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.0731,0.0448,0.0,6654.0,55360.0,16.0362,2.4725,s,6
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.0501,0.0659,0.0,4820.0,24877.0,2.3918,0.5307,s,6
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.461,0.3041,0.0,4419.0,19901.0,2.4968,7.7979,s,6
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.2301,0.101,0.0,9669.0,74270.0,4.0547,0.8139,m,nonoise
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.0823,0.1129,0.0,4746.0,31023.0,2.7015,0.821,m,nonoise
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.4178,0.3522,0.0,3356.0,15023.0,2.936,7.6845,m,nonoise
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.091,0.0359,0.0,7564.0,61687.0,4.738,0.4739,m,24
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.2709,0.3188,0.0,5583.0,38505.0,3.1202,0.6006,m,24
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.4002,0.3188,0.0,3225.0,16418.0,2.961,7.6778,m,24
Liszt,Transcendental_Etudes_11,test,T5,maestro,-0.0552,0.0539,0.0,7132.0,89133.0,nan,2.1361,m,12
Liszt,Transcendental_Etudes_11,test,kong,maestro,-0.1897,0.0554,0.0,5912.0,56205.0,3.7916,0.6703,m,12
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.4008,0.3475,0.0,4954.0,22345.0,2.8112,7.6238,m,12
Liszt,Transcendental_Etudes_11,test,T5,maestro,-0.2163,0.225,0.0,7490.0,167247.0,nan,2.6428,m,6
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.0065,0.0344,0.0,6033.0,41577.0,5.0164,1.9196,m,6
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.1268,0.1086,0.0,6336.0,35597.0,2.7272,7.434,m,6
Liszt,Transcendental_Etudes_11,test,T5,maestro,-0.1833,0.1041,0.0,8630.0,246601.0,3.4741,0.923,l,nonoise
Liszt,Transcendental_Etudes_11,test,kong,maestro,-0.0741,0.1566,0.0,7827.0,115268.0,3.8719,1.0712,l,nonoise
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.1878,0.2062,0.0,4806.0,29530.0,3.2416,7.4228,l,nonoise
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.0187,0.0441,0.0,8275.0,110249.0,4.2875,0.487,l,24
Liszt,Transcendental_Etudes_11,test,kong,maestro,-0.0465,0.2558,0.0,6300.0,64099.0,2.8049,1.1476,l,24
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.2012,0.19,0.0,5014.0,27955.0,2.8629,7.3701,l,24
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.08,0.0464,0.0,5873.0,73142.0,12.5284,2.3171,l,12
Liszt,Transcendental_Etudes_11,test,kong,maestro,-0.075,0.0663,0.0,5589.0,51402.0,2.8119,1.5517,l,12
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.0883,0.3283,0.0,4683.0,28953.0,2.6621,7.423,l,12
Liszt,Transcendental_Etudes_11,test,T5,maestro,0.0868,0.0784,0.0,7211.0,108193.0,nan,2.8175,l,6
Liszt,Transcendental_Etudes_11,test,kong,maestro,0.0561,0.0284,0.0,5556.0,39656.0,5.7805,2.371,l,6
Liszt,Transcendental_Etudes_11,test,oaf,maestro,0.107,0.0972,0.0,6250.0,34382.0,2.3911,7.4417,l,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0685,-0.0923,0.0,2453.0,10197.0,0.2387,0.7579,norev,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0834,-0.0901,0.0,864.0,2923.0,0.2866,1.0949,norev,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0597,-0.0878,0.0,994.0,3289.0,0.277,5.5947,norev,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0473,-0.0897,0.0,2349.0,12569.0,0.7758,1.3092,norev,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0252,-0.0711,0.0,1173.0,3755.0,0.2711,1.0766,norev,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0699,-0.0887,0.0,1004.0,3348.0,0.2829,5.5968,norev,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,0.0207,-0.0045,0.0,3717.0,17217.0,0.9567,1.2253,norev,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.0171,-0.0394,0.0,1681.0,6272.0,0.3374,1.7181,norev,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0695,-0.0736,0.0,1051.0,4156.0,0.3206,5.5863,norev,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0741,-0.0246,0.0,3639.0,18246.0,5.0908,4.0913,norev,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.0189,0.0042,0.0,1651.0,8244.0,0.281,3.0466,norev,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0956,-0.0715,0.0,1242.0,5095.0,0.7203,5.6166,norev,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0001,-0.0957,0.0,2474.0,11840.0,0.1732,0.6378,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0753,-0.0911,0.0,1094.0,4047.0,0.2366,0.8998,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0698,0.0615,0.0,751.0,3826.0,0.3799,5.6007,s,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.032,-0.0549,0.0,2438.0,16653.0,0.2833,1.3377,s,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0422,-0.0939,0.0,1333.0,5693.0,0.189,0.8531,s,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.067,-0.0883,0.0,1013.0,4306.0,0.4082,5.6138,s,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.109,-0.0356,0.0,4820.0,21561.0,4.0053,1.2158,s,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.0275,-0.0125,0.0,1784.0,8401.0,0.6558,3.3076,s,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.1136,-0.0887,0.0,1169.0,5065.0,0.341,5.6357,s,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0208,-0.0211,0.0,2983.0,16816.0,nan,nan,s,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.0284,-0.0102,0.0,2046.0,10185.0,3.0932,6.0523,s,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0575,-0.071,0.0,1497.0,6208.0,0.6314,5.8125,s,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0601,-0.0428,0.0,2803.0,32075.0,2.6159,0.9235,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.1022,0.0458,0.0,1536.0,6967.0,0.2934,0.6714,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.088,-0.0893,0.0,1016.0,4047.0,0.4865,5.6074,m,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,0.0489,-0.0067,0.0,3269.0,28548.0,1.8506,0.7064,m,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0345,-0.0278,0.0,2034.0,8764.0,0.829,1.1493,m,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.1051,-0.0874,0.0,1292.0,4418.0,0.4825,5.6498,m,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0673,-0.0462,0.0,4048.0,16358.0,nan,8.0266,m,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,0.0246,-0.0181,0.0,2065.0,10628.0,3.1023,6.4766,m,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0061,-0.077,0.0,1484.0,5802.0,0.3122,5.8033,m,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0777,-0.0491,0.0,2421.0,17249.0,nan,nan,m,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0537,-0.0144,0.0,2184.0,10763.0,7.2258,10.0115,m,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,0.0682,0.0424,0.0,2459.0,9365.0,0.7984,6.5393,m,6
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.1658,-0.0785,0.0,4004.0,65481.0,2.742,1.2273,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.1008,-0.1587,0.0,3490.0,37184.0,2.3928,1.1487,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0429,-0.0694,0.0,2306.0,11615.0,1.0805,5.7296,l,nonoise
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,-0.0512,0.0358,0.0,4538.0,47220.0,5.608,0.9558,l,24
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.082,-0.03,0.0,2857.0,19669.0,1.9769,1.0665,l,24
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.114,-0.071,0.0,2500.0,11672.0,0.545,5.8194,l,24
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,0.1023,-0.0242,0.0,2070.0,13569.0,nan,nan,l,12
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0434,-0.0031,0.0,2819.0,12836.0,5.0345,2.0042,l,12
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0763,-0.1071,0.0,2358.0,10264.0,0.758,5.7371,l,12
Rachmaninoff,Preludes_op_23_4,train,T5,disklavier,0.1023,-0.0041,0.0,2068.0,11453.0,nan,nan,l,6
Rachmaninoff,Preludes_op_23_4,train,kong,disklavier,-0.0939,0.0058,0.0,2219.0,10846.0,7.4512,1.7611,l,6
Rachmaninoff,Preludes_op_23_4,train,oaf,disklavier,-0.0401,-0.0656,0.0,3158.0,11012.0,0.3475,6.5656,l,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.1987,0.1176,0.0,3068.0,12853.0,0.7293,0.7736,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0479,0.1213,0.0,875.0,3350.0,1.0759,1.1686,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1515,0.1213,0.0,1001.0,3967.0,1.3802,6.72,norev,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.1698,0.0435,0.0,4731.0,13478.0,1.565,0.8601,norev,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0718,0.1219,0.0,1149.0,3749.0,1.0856,1.2433,norev,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1064,0.1212,0.0,991.0,3932.0,1.2852,6.7258,norev,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0649,0.0401,0.0,4169.0,15629.0,1.6356,1.065,norev,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1024,0.1341,0.0,1275.0,4914.0,1.3641,1.3394,norev,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.111,0.1099,0.0,945.0,4171.0,1.3683,6.7449,norev,12
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0458,0.0461,0.0,4316.0,21895.0,2.1617,1.2407,norev,6
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1294,0.0924,0.0,1635.0,6412.0,0.8812,1.5679,norev,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0941,0.1212,0.0,1094.0,4606.0,1.3891,6.7529,norev,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0721,0.0885,0.0,3617.0,12632.0,1.9069,0.7017,s,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,-0.0078,0.1016,0.0,1131.0,4306.0,1.3245,0.7268,s,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1018,0.1176,0.0,1075.0,4212.0,1.2958,6.7181,s,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0214,0.0426,0.0,5365.0,17484.0,1.4451,0.8258,s,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.065,0.1118,0.0,1292.0,4594.0,1.0484,0.872,s,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1323,0.1195,0.0,1123.0,4347.0,1.3389,6.7279,s,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0279,0.0484,0.0,5482.0,17083.0,1.6071,1.7255,s,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1333,0.0738,0.0,1810.0,6140.0,0.7742,1.2119,s,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0854,0.1113,0.0,1261.0,4822.0,1.3834,6.7258,s,12
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0508,0.0212,0.0,5122.0,18769.0,5.7605,4.7584,s,6
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0722,0.0322,0.0,2104.0,7146.0,1.5299,2.8089,s,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1474,0.1159,0.0,1452.0,5496.0,1.4487,6.7474,s,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.1521,0.0892,0.0,2960.0,23859.0,5.6383,1.1072,m,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0261,0.0946,0.0,1745.0,7994.0,1.1593,0.7241,m,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1234,0.1109,0.0,1307.0,4558.0,1.5001,6.7728,m,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0918,0.0176,0.0,4805.0,31520.0,2.0821,0.9994,m,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0914,0.0656,0.0,1809.0,8289.0,1.513,0.9848,m,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1021,0.1054,0.0,1258.0,4874.0,1.4469,6.7689,m,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,-0.0151,0.0208,0.0,4469.0,18799.0,3.9945,1.4708,m,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0493,0.0486,0.0,2170.0,7538.0,2.3409,2.0388,m,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.1132,0.1195,0.0,1521.0,5121.0,1.4969,6.7594,m,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,-0.0202,0.0068,0.0,2120.0,7813.0,8.1775,9.6699,m,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0979,0.0629,0.0,2502.0,6336.0,1.8834,7.2241,m,6
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.037,0.0933,0.0,4533.0,123294.0,7.2348,1.4118,l,nonoise
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.0957,0.0793,0.0,4718.0,66760.0,2.2927,1.2097,l,nonoise
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.066,0.0797,0.0,2409.0,12868.0,1.5176,6.8151,l,nonoise
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0039,0.0973,0.0,5116.0,58693.0,2.8613,1.4684,l,24
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1588,0.1103,0.0,3530.0,29909.0,2.1765,1.2845,l,24
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0379,0.079,0.0,2313.0,11705.0,1.4249,6.8332,l,24
Schubert,Piano_Sonatas_664-1,test,T5,disklavier,0.0374,0.0346,0.0,3442.0,15113.0,8.8648,1.9091,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,0.1435,0.0822,0.0,2640.0,9074.0,1.8581,2.0161,l,12
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0166,0.0828,0.0,2341.0,10979.0,1.5023,6.8127,l,12
Schubert,Piano_Sonatas_664-1,test,kong,disklavier,-0.0051,0.0327,0.0,2194.0,8116.0,6.88,8.5703,l,6
Schubert,Piano_Sonatas_664-1,test,oaf,disklavier,0.0678,0.0923,0.0,2864.0,10311.0,1.8093,7.4227,l,6
